target_id	length	eff_length	est_counts	tpm
AFATCC46645_004350-T1	648	649	54596	7570
AFATCC46645_004361-T1	615	616	20248	2957.88
AFATCC46645_010635-T1	71	72	184	229.967
AFATCC46645_010650-T1	71	72	184	229.967
AFATCC46645_010634-T1	71	72	122.5	153.103
AFATCC46645_010649-T1	71	72	122.5	153.103
AFATCC46645_010632-T1	85	86	144.5	151.199
AFATCC46645_010647-T1	85	86	144.5	151.199
AFATCC46645_010631-T1	73	74	89.6667	109.038
AFATCC46645_010646-T1	73	74	89.6667	109.038
AFATCC46645_010661-T1	73	74	89.6667	109.038
AFATCC46645_010633-T1	71	72	78	97.4859
AFATCC46645_010648-T1	71	72	78	97.4859
AFATCC46645_010630-T1	73	74	79	96.0672
AFATCC46645_010645-T1	73	74	79	96.0672
AFATCC46645_010660-T1	73	74	79	96.0672
AFATCC46645_010629-T1	72	73	69	85.0562
AFATCC46645_010644-T1	72	73	69	85.0562
AFATCC46645_010659-T1	72	73	69	85.0562
AFATCC46645_010638-T1	72	73	51.5	63.484
AFATCC46645_010653-T1	72	73	51.5	63.484
AFATCC46645_010636-T1	71	72	41.5	51.8675
AFATCC46645_010651-T1	71	72	41.5	51.8675
AFATCC46645_010628-T1	86	87	47.3333	48.9584
AFATCC46645_010643-T1	86	87	47.3333	48.9584
AFATCC46645_010658-T1	86	87	47.3333	48.9584
AFATCC46645_010642-T1	71	72	33	41.244
AFATCC46645_010657-T1	71	72	33	41.244
AFATCC46645_010640-T1	73	74	22.5	27.3609
AFATCC46645_010655-T1	73	74	22.5	27.3609
AFATCC46645_010637-T1	73	74	21.5	26.1449
AFATCC46645_010652-T1	73	74	21.5	26.1449
AFATCC46645_010641-T1	74	75	15.5	18.5973
AFATCC46645_010656-T1	74	75	15.5	18.5973
AFATCC46645_000049-T1	513	514	98.4	17.2271
AFATCC46645_000931-T1	498	499	77.3222	13.9439
AFATCC46645_010639-T1	73	74	9.5	11.5524
AFATCC46645_010654-T1	73	74	9.5	11.5524
AFATCC46645_006175-T1	1812	1813	201	9.97649
AFATCC46645_007111-T1	1392	1393	145	9.36692
AFATCC46645_001246-T1	333	334	14	3.77191
AFATCC46645_002389-T1	465	466	16.0146	3.0925
AFATCC46645_005119-T1	1956	1957	40.208	1.84885
AFATCC46645_007963-T1	73	74	1.5	1.82406
AFATCC46645_000930-T1	3394	3395	56.4028	1.495
AFATCC46645_010410-T1	1314	1315	20.0692	1.37336
AFATCC46645_000942-T1	5057	5058	69.4198	1.23505
AFATCC46645_000936-T1	1041	1042	14	1.20904
AFATCC46645_010223-T1	633	634	6.70348	0.951461
AFATCC46645_007113-T1	1507	1508	15.0651	0.898983
AFATCC46645_000947-T1	1284	1285	12.627	0.884253
AFATCC46645_010673-T1	742	743	5.3458	0.647446
AFATCC46645_009903-T1	2520	2521	15.9975	0.57103
AFATCC46645_000944-T1	2338	2339	12.2598	0.471663
AFATCC46645_006141-T1	1609	1610	8	0.44714
AFATCC46645_010689-T1	1857	1858	9.08937	0.440218
AFATCC46645_005130-T1	711	712	3.07694	0.388883
AFATCC46645_000939-T1	926	927	3	0.29122
AFATCC46645_005091-T1	354	355	1	0.253484
AFATCC46645_010225-T1	1311	1312	2.69736	0.185006
AFATCC46645_004358-T1	948	949	1.88073	0.178336
AFATCC46645_004362-T1	948	949	1.88073	0.178336
AFATCC46645_009842-T1	507	508	1	0.17714
AFATCC46645_010400-T1	1459	1460	2.60528	0.160576
AFATCC46645_000945-T1	1814	1815	3.13195	0.155281
AFATCC46645_002374-T1	816	817	1	0.110143
AFATCC46645_004352-T1	948	949	1.13341	0.107473
AFATCC46645_004360-T1	948	949	1.13341	0.107473
AFATCC46645_002743-T1	2868	2869	1	0.0313653
AFATCC46645_010409-T1	3267	3268	1.07035	0.029473
AFATCC46645_002386-T1	3354	3355	1	0.0268218
AFATCC46645_002384-T1	3732	3733	1	0.0241058
AFATCC46645_009514-T1	4002	4003	1	0.0224799
AFATCC46645_010717-T1	4803	4804	1	0.0187317
AFATCC46645_000001-T1	408	409	0	0
AFATCC46645_000002-T1	1740	1741	0	0
AFATCC46645_000004-T1	1716	1717	0	0
AFATCC46645_000005-T1	553	554	0	0
AFATCC46645_000006-T1	4748	4749	0	0
AFATCC46645_000007-T1	2742	2743	0	0
AFATCC46645_000008-T1	1041	1042	0	0
AFATCC46645_000009-T1	1399	1400	0	0
AFATCC46645_000010-T1	3402	3403	0	0
AFATCC46645_000011-T1	1211	1212	0	0
AFATCC46645_000012-T1	1179	1180	0	0
AFATCC46645_000013-T1	1173	1174	0	0
AFATCC46645_000015-T1	2449	2450	0	0
AFATCC46645_000016-T1	1438	1439	0	0
AFATCC46645_000017-T1	1228	1229	0	0
AFATCC46645_000018-T1	2418	2419	0	0
AFATCC46645_000019-T1	563	564	0	0
AFATCC46645_000020-T1	444	445	0	0
AFATCC46645_000021-T1	1168	1169	0	0
AFATCC46645_000022-T1	600	601	0	0
AFATCC46645_000023-T1	1003	1004	0	0
AFATCC46645_000024-T1	1734	1735	0	0
AFATCC46645_000025-T1	985	986	0	0
AFATCC46645_000026-T1	1918	1919	0	0
AFATCC46645_000029-T1	2570	2571	0	0
AFATCC46645_000030-T1	894	895	0	0
AFATCC46645_000031-T1	3828	3829	0	0
AFATCC46645_000032-T1	1145	1146	0	0
AFATCC46645_000033-T1	753	754	0	0
AFATCC46645_000034-T1	447	448	0	0
AFATCC46645_000036-T1	2313	2314	0	0
AFATCC46645_000037-T1	3264	3265	0	0
AFATCC46645_000932-T1	363	364	0	0
AFATCC46645_000933-T1	531	532	0	0
AFATCC46645_000934-T1	4171	4172	0	0
AFATCC46645_000935-T1	1422	1423	0	0
AFATCC46645_000937-T1	831	832	0	0
AFATCC46645_000938-T1	1176	1177	0	0
AFATCC46645_000940-T1	345	346	0	0
AFATCC46645_000945-T2	1862	1863	0	0
AFATCC46645_000950-T1	2069	2070	0	0
AFATCC46645_000951-T1	490	491	0	0
AFATCC46645_002349-T1	1597	1598	0	0
AFATCC46645_002354-T1	366	367	0	0
AFATCC46645_002355-T1	750	751	0	0
AFATCC46645_002358-T1	895	896	0	0
AFATCC46645_002360-T1	2190	2191	0	0
AFATCC46645_002361-T1	1449	1450	0	0
AFATCC46645_002362-T1	831	832	0	0
AFATCC46645_002363-T1	996	997	0	0
AFATCC46645_002364-T1	1348	1349	0	0
AFATCC46645_002365-T1	1679	1680	0	0
AFATCC46645_002366-T1	2184	2185	0	0
AFATCC46645_002367-T1	2648	2649	0	0
AFATCC46645_002368-T1	366	367	0	0
AFATCC46645_002369-T1	567	568	0	0
AFATCC46645_002370-T1	2105	2106	0	0
AFATCC46645_002371-T1	378	379	0	0
AFATCC46645_002372-T1	690	691	0	0
AFATCC46645_002373-T1	306	307	0	0
AFATCC46645_002375-T1	279	280	0	0
AFATCC46645_002376-T1	186	187	0	0
AFATCC46645_002377-T1	2428	2429	0	0
AFATCC46645_002378-T1	2259	2260	0	0
AFATCC46645_002379-T1	882	883	0	0
AFATCC46645_002380-T1	1308	1309	0	0
AFATCC46645_002381-T1	1227	1228	0	0
AFATCC46645_002382-T1	306	307	0	0
AFATCC46645_002383-T1	2162	2163	0	0
AFATCC46645_002385-T1	1182	1183	0	0
AFATCC46645_002387-T1	501	502	0	0
AFATCC46645_002388-T1	903	904	0	0
AFATCC46645_002391-T1	2620	2621	0	0
AFATCC46645_002395-T1	704	705	0	0
AFATCC46645_002396-T1	321	322	0	0
AFATCC46645_002397-T1	1188	1189	0	0
AFATCC46645_002398-T1	435	436	0	0
AFATCC46645_002400-T1	768	769	0	0
AFATCC46645_002401-T1	3859	3860	0	0
AFATCC46645_002402-T1	168	169	0	0
AFATCC46645_002403-T1	231	232	0	0
AFATCC46645_002404-T1	495	496	0	0
AFATCC46645_002405-T1	210	211	0	0
AFATCC46645_002734-T1	504	505	0	0
AFATCC46645_002735-T1	464	465	0	0
AFATCC46645_002736-T1	369	370	0	0
AFATCC46645_002737-T1	1173	1174	0	0
AFATCC46645_002738-T1	911	912	0	0
AFATCC46645_002739-T1	603	604	0	0
AFATCC46645_002740-T1	2542	2543	0	0
AFATCC46645_002741-T1	1764	1765	0	0
AFATCC46645_002742-T1	2251	2252	0	0
AFATCC46645_002744-T1	273	274	0	0
AFATCC46645_002745-T1	798	799	0	0
AFATCC46645_002746-T1	417	418	0	0
AFATCC46645_002747-T1	342	343	0	0
AFATCC46645_002748-T1	243	244	0	0
AFATCC46645_002749-T1	528	529	0	0
AFATCC46645_002750-T1	1086	1087	0	0
AFATCC46645_002751-T1	1137	1138	0	0
AFATCC46645_002752-T1	867	868	0	0
AFATCC46645_002753-T1	2214	2215	0	0
AFATCC46645_002754-T1	641	642	0	0
AFATCC46645_002755-T1	1497	1498	0	0
AFATCC46645_002756-T1	393	394	0	0
AFATCC46645_002757-T1	279	280	0	0
AFATCC46645_002759-T1	399	400	0	0
AFATCC46645_002760-T1	777	778	0	0
AFATCC46645_002761-T1	891	892	0	0
AFATCC46645_002762-T1	249	250	0	0
AFATCC46645_002763-T1	993	994	0	0
AFATCC46645_002765-T1	381	382	0	0
AFATCC46645_002766-T1	854	855	0	0
AFATCC46645_002767-T1	1319	1320	0	0
AFATCC46645_002768-T1	2708	2709	0	0
AFATCC46645_002769-T1	886	887	0	0
AFATCC46645_002770-T1	1358	1359	0	0
AFATCC46645_002771-T1	379	380	0	0
AFATCC46645_002772-T1	1180	1181	0	0
AFATCC46645_002773-T1	1204	1205	0	0
AFATCC46645_002774-T1	366	367	0	0
AFATCC46645_002775-T1	2219	2220	0	0
AFATCC46645_002776-T1	414	415	0	0
AFATCC46645_002776-T2	382	383	0	0
AFATCC46645_002777-T1	999	1000	0	0
AFATCC46645_002778-T1	1920	1921	0	0
AFATCC46645_002779-T1	624	625	0	0
AFATCC46645_002780-T1	659	660	0	0
AFATCC46645_002781-T1	1398	1399	0	0
AFATCC46645_002782-T1	183	184	0	0
AFATCC46645_002783-T1	1056	1057	0	0
AFATCC46645_002784-T1	567	568	0	0
AFATCC46645_002785-T1	777	778	0	0
AFATCC46645_002786-T1	408	409	0	0
AFATCC46645_002787-T1	2000	2001	0	0
AFATCC46645_002788-T1	1011	1012	0	0
AFATCC46645_002789-T1	1099	1100	0	0
AFATCC46645_002791-T1	786	787	0	0
AFATCC46645_002792-T1	675	676	0	0
AFATCC46645_002793-T1	1593	1594	0	0
AFATCC46645_002794-T1	462	463	0	0
AFATCC46645_002795-T1	2421	2422	0	0
AFATCC46645_002911-T1	999	1000	0	0
AFATCC46645_002912-T1	876	877	0	0
AFATCC46645_002913-T1	882	883	0	0
AFATCC46645_002914-T1	1626	1627	0	0
AFATCC46645_002915-T1	1299	1300	0	0
AFATCC46645_002916-T1	171	172	0	0
AFATCC46645_002917-T1	306	307	0	0
AFATCC46645_002918-T1	843	844	0	0
AFATCC46645_002919-T1	2271	2272	0	0
AFATCC46645_002920-T1	1232	1233	0	0
AFATCC46645_002921-T1	1002	1003	0	0
AFATCC46645_002922-T1	6714	6715	0	0
AFATCC46645_002923-T1	1170	1171	0	0
AFATCC46645_003197-T1	1311	1312	0	0
AFATCC46645_003198-T1	1035	1036	0	0
AFATCC46645_004254-T1	372	373	0	0
AFATCC46645_004255-T1	1722	1723	0	0
AFATCC46645_004256-T1	970	971	0	0
AFATCC46645_004256-T2	914	915	0	0
AFATCC46645_004258-T1	597	598	0	0
AFATCC46645_004259-T1	306	307	0	0
AFATCC46645_004351-T1	324	325	0	0
AFATCC46645_004353-T1	324	325	0	0
AFATCC46645_004355-T1	324	325	0	0
AFATCC46645_004357-T1	324	325	0	0
AFATCC46645_004359-T1	324	325	0	0
AFATCC46645_004363-T1	324	325	0	0
AFATCC46645_004364-T1	885	886	0	0
AFATCC46645_004768-T1	1035	1036	0	0
AFATCC46645_004769-T1	1629	1630	0	0
AFATCC46645_004769-T2	1688	1689	0	0
AFATCC46645_004770-T1	2667	2668	0	0
AFATCC46645_004771-T1	1364	1365	0	0
AFATCC46645_004772-T1	1372	1373	0	0
AFATCC46645_004774-T1	948	949	0	0
AFATCC46645_004774-T2	934	935	0	0
AFATCC46645_004775-T1	3988	3989	0	0
AFATCC46645_004776-T1	810	811	0	0
AFATCC46645_004778-T1	3694	3695	0	0
AFATCC46645_004997-T1	2173	2174	0	0
AFATCC46645_004998-T1	2040	2041	0	0
AFATCC46645_005092-T1	1871	1872	0	0
AFATCC46645_005092-T2	2016	2017	0	0
AFATCC46645_005092-T3	2079	2080	0	0
AFATCC46645_005093-T1	1433	1434	0	0
AFATCC46645_005094-T1	3218	3219	0	0
AFATCC46645_005095-T1	786	787	0	0
AFATCC46645_005098-T1	1656	1657	0	0
AFATCC46645_005098-T2	1711	1712	0	0
AFATCC46645_005100-T1	1060	1061	0	0
AFATCC46645_005101-T1	510	511	0	0
AFATCC46645_005102-T1	1754	1755	0	0
AFATCC46645_005102-T2	1250	1251	0	0
AFATCC46645_005103-T1	3912	3913	0	0
AFATCC46645_005104-T1	3235	3236	0	0
AFATCC46645_005105-T1	1538	1539	0	0
AFATCC46645_005106-T1	7168	7169	0	0
AFATCC46645_005110-T1	720	721	0	0
AFATCC46645_005113-T1	1107	1108	0	0
AFATCC46645_005116-T1	2220	2221	0	0
AFATCC46645_005117-T1	1825	1826	0	0
AFATCC46645_005129-T1	2868	2869	0	0
AFATCC46645_005131-T1	1917	1918	0	0
AFATCC46645_005132-T1	553	554	0	0
AFATCC46645_005133-T1	1139	1140	0	0
AFATCC46645_005134-T1	753	754	0	0
AFATCC46645_005135-T1	402	403	0	0
AFATCC46645_005136-T1	2310	2311	0	0
AFATCC46645_006140-T1	1007	1008	0	0
AFATCC46645_006142-T1	957	958	0	0
AFATCC46645_006143-T1	1340	1341	0	0
AFATCC46645_006144-T1	408	409	0	0
AFATCC46645_006145-T1	865	866	0	0
AFATCC46645_006146-T1	3230	3231	0	0
AFATCC46645_006146-T2	3288	3289	0	0
AFATCC46645_006148-T1	840	841	0	0
AFATCC46645_006149-T1	945	946	0	0
AFATCC46645_006150-T1	2454	2455	0	0
AFATCC46645_006151-T1	1083	1084	0	0
AFATCC46645_006151-T2	1064	1065	0	0
AFATCC46645_006152-T1	894	895	0	0
AFATCC46645_006153-T1	1758	1759	0	0
AFATCC46645_006154-T1	654	655	0	0
AFATCC46645_006155-T1	1524	1525	0	0
AFATCC46645_006156-T1	3084	3085	0	0
AFATCC46645_006157-T1	666	667	0	0
AFATCC46645_006158-T1	760	761	0	0
AFATCC46645_006159-T1	377	378	0	0
AFATCC46645_006160-T1	3318	3319	0	0
AFATCC46645_006161-T1	579	580	0	0
AFATCC46645_006162-T1	1455	1456	0	0
AFATCC46645_006163-T1	513	514	0	0
AFATCC46645_006164-T1	1869	1870	0	0
AFATCC46645_006165-T1	1599	1600	0	0
AFATCC46645_006166-T1	1430	1431	0	0
AFATCC46645_006167-T1	486	487	0	0
AFATCC46645_006168-T1	1875	1876	0	0
AFATCC46645_006169-T1	345	346	0	0
AFATCC46645_006171-T1	730	731	0	0
AFATCC46645_006172-T1	2540	2541	0	0
AFATCC46645_006173-T1	1450	1451	0	0
AFATCC46645_006174-T1	1105	1106	0	0
AFATCC46645_006176-T1	2107	2108	0	0
AFATCC46645_006177-T1	420	421	0	0
AFATCC46645_006178-T1	692	693	0	0
AFATCC46645_006179-T1	405	406	0	0
AFATCC46645_006180-T1	960	961	0	0
AFATCC46645_006181-T1	4473	4474	0	0
AFATCC46645_006182-T1	2235	2236	0	0
AFATCC46645_006183-T1	4193	4194	0	0
AFATCC46645_006469-T1	369	370	0	0
AFATCC46645_006470-T1	2454	2455	0	0
AFATCC46645_006470-T2	2950	2951	0	0
AFATCC46645_006471-T1	1208	1209	0	0
AFATCC46645_006472-T1	513	514	0	0
AFATCC46645_006473-T1	948	949	0	0
AFATCC46645_006474-T1	282	283	0	0
AFATCC46645_006475-T1	729	730	0	0
AFATCC46645_006476-T1	372	373	0	0
AFATCC46645_006478-T1	1174	1175	0	0
AFATCC46645_006479-T1	969	970	0	0
AFATCC46645_006578-T1	2753	2754	0	0
AFATCC46645_006579-T1	1263	1264	0	0
AFATCC46645_006970-T1	1329	1330	0	0
AFATCC46645_007114-T1	1945	1946	0	0
AFATCC46645_007115-T1	436	437	0	0
AFATCC46645_007204-T1	1518	1519	0	0
AFATCC46645_007205-T1	762	763	0	0
AFATCC46645_008704-T1	1591	1592	0	0
AFATCC46645_008705-T1	2129	2130	0	0
